
 LIST ALL SELECTED NODES.   DSYS=      0

    NODE        X             Y             Z           THXY     THYZ     THZX
     7175   22152.        66.622        15.700          0.00     0.00     0.00
     7176   22161.        66.614        15.700          0.00     0.00     0.00
     7177   22170.        66.603        15.700          0.00     0.00     0.00
     7178   22179.        66.589        15.700          0.00     0.00     0.00
     7179   22188.        66.573        15.700          0.00     0.00     0.00
     7180   22197.        66.555        15.700          0.00     0.00     0.00
     7181   22206.        66.534        15.700          0.00     0.00     0.00
     7182   22215.        66.511        15.700          0.00     0.00     0.00
     7183   22224.        66.485        15.700          0.00     0.00     0.00
     7184   22233.        66.457        15.700          0.00     0.00     0.00
     7185   22242.        66.426        15.700          0.00     0.00     0.00
     7186   22251.        66.393        15.700          0.00     0.00     0.00
     7187   22260.        66.357        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7188   22269.        66.319        15.700          0.00     0.00     0.00
     7189   22278.        66.279        15.700          0.00     0.00     0.00
     7190   22287.        66.236        15.700          0.00     0.00     0.00
     7191   22296.        66.190        15.700          0.00     0.00     0.00
     7192   22305.        66.143        15.700          0.00     0.00     0.00
     7193   22314.        66.092        15.700          0.00     0.00     0.00
     7194   22323.        66.040        15.700          0.00     0.00     0.00
     7195   22332.        65.984        15.700          0.00     0.00     0.00
     7196   22341.        65.927        15.700          0.00     0.00     0.00
     7197   22350.        65.867        15.700          0.00     0.00     0.00
     7198   22359.        65.804        15.700          0.00     0.00     0.00
     7199   22368.        65.739        15.700          0.00     0.00     0.00
     7200   22377.        65.672        15.700          0.00     0.00     0.00
     7201   22386.        65.602        15.700          0.00     0.00     0.00
     7202   22395.        65.529        15.700          0.00     0.00     0.00
     7203   22404.        65.454        15.700          0.00     0.00     0.00
     7204   22413.        65.377        15.700          0.00     0.00     0.00
     7205   22422.        65.297        15.700          0.00     0.00     0.00
     7206   22431.        65.215        15.700          0.00     0.00     0.00
     7207   22440.        65.130        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7208   22449.        65.043        15.700          0.00     0.00     0.00
     7209   22458.        64.954        15.700          0.00     0.00     0.00
     7210   22467.        64.862        15.700          0.00     0.00     0.00
     7211   22476.        64.767        15.700          0.00     0.00     0.00
     7212   22485.        64.670        15.700          0.00     0.00     0.00
     7213   22494.        64.571        15.700          0.00     0.00     0.00
     7214   22503.        64.469        15.700          0.00     0.00     0.00
     7215   22512.        64.365        15.700          0.00     0.00     0.00
     7216   22521.        64.258        15.700          0.00     0.00     0.00
     7217   22530.        64.149        15.700          0.00     0.00     0.00
     7218   22539.        64.037        15.700          0.00     0.00     0.00
     7219   22548.        63.923        15.700          0.00     0.00     0.00
     7220   22557.        63.807        15.700          0.00     0.00     0.00
     7221   22566.        63.688        15.700          0.00     0.00     0.00
     7222   22575.        63.566        15.700          0.00     0.00     0.00
     7223   22584.        63.442        15.700          0.00     0.00     0.00
     7224   22593.        63.316        15.700          0.00     0.00     0.00
     7225   22602.        63.187        15.700          0.00     0.00     0.00
     7226   22611.        63.056        15.700          0.00     0.00     0.00
     7227   22620.        62.922        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7228   22629.        62.786        15.700          0.00     0.00     0.00
     7229   22638.        62.647        15.700          0.00     0.00     0.00
     7230   22647.        62.506        15.700          0.00     0.00     0.00
     7231   22656.        62.362        15.700          0.00     0.00     0.00
     7232   22665.        62.216        15.700          0.00     0.00     0.00
     7233   22674.        62.068        15.700          0.00     0.00     0.00
     7234   22683.        61.917        15.700          0.00     0.00     0.00
     7235   22692.        61.764        15.700          0.00     0.00     0.00
     7236   22701.        61.608        15.700          0.00     0.00     0.00
     7237   22710.        61.449        15.700          0.00     0.00     0.00
     7238   22719.        61.289        15.700          0.00     0.00     0.00
     7239   22728.        61.125        15.700          0.00     0.00     0.00
     7240   22737.        60.960        15.700          0.00     0.00     0.00
     7241   22746.        60.792        15.700          0.00     0.00     0.00
     7242   22755.        60.621        15.700          0.00     0.00     0.00
     7243   22764.        60.448        15.700          0.00     0.00     0.00
     7244   22773.        60.273        15.700          0.00     0.00     0.00
     7245   22782.        60.095        15.700          0.00     0.00     0.00
     7246   22791.        59.914        15.700          0.00     0.00     0.00
     7247   22800.        59.731        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7248   22809.        59.546        15.700          0.00     0.00     0.00
     7249   22818.        59.358        15.700          0.00     0.00     0.00
     7250   22827.        59.168        15.700          0.00     0.00     0.00
     7251   22836.        58.975        15.700          0.00     0.00     0.00
     7252   22845.        58.780        15.700          0.00     0.00     0.00
